,Date,Rice,Flour,Pork,Chicken,Egg,Leaf lettuce,Celery,Lettuce,Cabbage,White Radish,Potato,Ginger,cucumber,white gourd,Bitter ground,Green bean,Tomato,Eggplant,Chili,Green pepper,Onion,Garlic,Apple,Banana,Grape,Pear,Watermelon,Carp,chub,Grass carp,crucian,hairtail, yellow croaker
294,2012/2/24,5.97,5.15,23.17,18.62,9.25,3.85,3.48,5.5,1.12,1.58,1.85,3.81,4.93,2.5,8.79,7.07,4.46,5.91,6.8,6.06,1.56,4.11,7.13,4.91,8.24,4.13,4.59,12.23,9.41,12.47,14,30.34,35.49
295,2012/3/2,5.97,5.14,22.77,18.58,9.15,3.96,3.64,5.31,1.24,1.6,1.88,3.79,5.12,2.58,8.93,7.07,4.59,6.04,7.26,6.4,1.47,4.12,7.07,4.84,8.14,4.13,4.58,12.45,9.58,12.5,14.19,31.31,35.45
296,2012/3/9,5.97,5.14,22.58,18.54,9.11,3.95,3.85,5.35,1.42,1.78,1.89,3.79,5.22,2.63,8.48,7.07,4.78,6.45,7.74,6.84,1.46,4.17,7.07,4.83,8.1,4.12,4.63,12.42,9.73,12.61,14.46,32.01,35.07
297,2012/3/16,5.97,5.13,22.29,18.56,9.1,3.94,4.15,5.57,1.55,2.03,1.95,3.76,5.14,2.72,8.44,7.36,5.03,6.55,7.76,7.46,1.5,4.25,7.03,4.81,8.25,4.2,4.75,12.52,9.85,12.87,14.65,31.51,34.96
298,2012/3/23,5.97,5.13,22.03,18.58,9.09,3.69,4.01,5.35,1.6,2.11,1.94,3.79,4.66,2.88,8.38,7.5,4.96,6.02,7.93,7.67,1.5,4.26,7.12,4.84,8.21,4.24,4.9,12.66,9.78,12.98,14.73,31.27,35
299,2012/3/30,5.97,5.13,21.66,18.59,9.07,3.43,3.96,4.72,1.69,2.25,1.91,3.82,4.63,3.13,8.56,7.46,4.8,5.39,7.82,7.73,1.49,4.35,7.15,4.84,8.18,4.26,4.89,12.86,9.95,13,14.88,30.54,35
300,2012/4/6,5.97,5.14,21.41,18.58,9.05,2.85,3.67,3.94,1.68,2.19,1.97,3.77,4.16,3.26,8.02,7.33,4.64,4.89,7.35,7.15,1.46,4.52,7.16,4.76,8.38,4.27,4.71,12.7,10.02,13.01,14.94,30.36,35
301,2012/4/13,5.97,5.14,21.12,18.56,9.01,2.52,3.44,3.3,1.72,1.92,2.11,3.71,3.75,3.38,7.24,7.12,4.73,4.57,6.67,6.02,1.45,4.67,7.18,4.79,8.37,4.3,4.68,12.69,9.86,13.08,14.96,30.57,34.98
302,2012/4/20,5.98,5.14,21.07,18.56,8.96,2.45,3.17,2.89,1.85,1.95,2.09,3.58,3.58,3.18,7.09,6.88,5,4.74,6.52,5.57,1.49,4.53,7.11,4.75,8.26,4.24,4.75,12.69,9.9,13.1,15.07,30.45,34.9
303,2012/4/27,5.99,5.14,21.04,18.57,8.92,2.74,3.44,2.96,1.97,2.23,2.25,3.56,3.62,3.12,7.24,6.68,5.49,5.05,6.33,5.5,1.52,4.4,7.13,4.69,8.31,4.16,4.79,12.71,9.94,13.26,15.25,30.94,34.95
304,2012/5/4,5.99,5.15,20.88,18.55,8.88,2.86,3.88,3.15,2.11,2.28,2.28,3.6,3.46,3.07,6.93,6.64,5.11,4.86,6.25,5.46,1.57,4.53,7.06,4.63,8.39,4.16,4.69,12.8,10.05,13.57,15.62,31.03,34.82
305,2012/5/11,5.99,5.16,20.84,18.54,8.84,2.86,4.02,3.14,2.2,2.16,2.24,3.62,3.15,3,6.47,6.13,4.41,4.42,5.96,5.45,1.62,4.52,7,4.55,8.64,4.12,4.66,12.93,10.23,13.79,15.48,30.74,34.76
306,2012/5/18,5.99,5.16,20.63,18.55,8.8,2.85,3.97,3.14,1.99,1.96,2.38,3.53,2.72,2.84,5.86,5.54,3.94,4.01,5.64,5,1.59,4.55,6.92,4.57,8.63,4.16,4.45,13,10.3,14.01,15.63,30.67,34.87
307,2012/5/25,6,5.16,20.43,18.55,8.79,2.78,3.84,3.06,1.96,1.81,2.35,3.62,2.42,2.79,5.79,5.14,4.03,3.72,5.7,4.74,1.65,5.33,6.99,4.59,9.18,4.03,3.96,13.21,10.44,14.15,15.83,30.12,34.82
308,2012/6/1,6,5.16,20.25,18.56,9.02,2.45,3.47,2.78,1.68,1.62,2.43,3.66,2.06,2.5,4.79,4.54,3.7,3.4,5.24,4.08,1.6,6.41,7.05,4.56,9.18,3.78,3.53,13.4,10.45,14.23,15.71,29.75,34.81
309,2012/6/8,6.02,5.16,20.06,18.57,9.36,2.27,3.23,2.66,1.5,1.47,2.44,3.81,1.87,2.19,4.06,3.75,3.04,2.86,4.88,3.67,1.6,7.13,7.05,4.54,9.43,3.84,2.86,13.08,10.35,14.15,15.95,29.75,34.99
310,2012/6/15,6.02,5.17,20.1,18.57,9.48,2.27,2.96,2.75,1.43,1.49,2.25,3.74,1.94,2.01,3.85,3.53,2.88,2.48,4.5,3.38,1.54,7.67,7.28,4.48,9.09,3.82,2.53,13.14,10.27,14.12,16.17,30.09,35.34
311,2012/6/22,6.02,5.17,20.24,18.59,9.45,2.34,2.75,2.86,1.43,1.55,2.13,4.03,1.89,1.85,3.49,3.35,2.63,2.4,4.29,3.28,1.51,8.03,7.27,4.41,8.68,3.87,2.34,13.27,10.37,14.06,16.11,30.51,35.56
312,2012/6/29,6.02,5.18,20.09,18.62,9.41,2.47,2.72,2.98,1.39,1.56,2.03,3.8,1.84,1.64,3.31,3.41,2.61,2.25,4.06,3.1,1.57,7.99,7.24,4.34,8.92,3.91,2.36,13.09,10.35,14.34,15.97,30.78,35.28
313,2012/7/6,6.03,5.19,20.13,18.62,9.35,2.6,2.6,3.23,1.51,1.59,1.97,3.96,2.16,1.63,3.4,3.39,2.64,2.27,3.88,2.98,1.68,8.04,7.52,4.23,8.76,3.95,2.42,12.93,10.21,14.02,15.98,30.5,34.93
314,2012/7/13,6.04,5.21,20,18.64,9.32,2.72,2.43,3.46,1.41,1.46,1.85,4.02,2.25,1.54,3.4,3.42,2.49,2.19,3.75,2.91,1.68,7.98,7.5,4.15,8.22,4.1,2.38,12.83,10.25,14.02,15.97,29.82,33.93
315,2012/7/20,6.05,5.21,19.97,18.64,9.29,2.95,2.58,3.36,1.44,1.59,1.83,4,2.47,1.46,3.54,3.45,2.56,2.2,3.73,3.06,1.85,7.97,7.45,4.08,8.03,3.97,2.31,12.77,10.32,14.11,15.97,29.16,33.92
316,2012/7/27,6.06,5.22,19.9,18.67,9.35,3.09,2.87,3.76,1.49,1.58,1.78,4.01,2.62,1.47,3.66,3.89,3.01,2.34,3.47,3.01,2.01,7.7,7.38,3.97,7.59,4.03,2.29,12.53,10.22,13.93,15.99,28.76,35.22
317,2012/8/3,6.07,5.22,19.82,18.72,9.41,3.6,3,4.9,1.77,1.7,1.85,3.95,3.09,1.46,3.87,4.04,3.06,2.51,3.43,2.88,2.12,7.59,7.41,3.99,7.43,3.99,2.06,12.51,10.18,13.74,15.93,28.8,35.29
318,2012/8/10,6.08,5.23,19.89,18.75,9.51,3.9,3.2,5.17,1.96,1.74,1.92,3.99,3.23,1.48,3.91,4.17,3.14,2.47,3.34,2.81,2.23,7.63,7.19,4.02,7.32,3.93,2.09,12.51,10.22,13.8,16.06,28.57,35.15
319,2012/8/17,6.09,5.22,20.01,18.76,9.63,3.75,3.33,5.17,2.1,1.79,1.88,4.05,3.26,1.42,3.96,4.38,3.49,2.68,3.51,2.82,2.35,7.51,7.16,3.98,7.04,3.83,2.03,12.31,9.95,13.63,16.09,28.33,34.9
320,2012/8/24,6.11,5.22,20.17,18.81,9.92,3.74,3.5,5.26,2.12,1.87,1.91,3.95,3.07,1.44,4.11,4.4,3.56,2.88,3.67,2.87,2.32,7.33,7.23,4.01,6.79,4.01,1.98,12.36,9.89,13.79,16.31,28.38,35
321,2012/8/31,6.12,5.22,20.29,18.83,10.05,3.26,3.38,4.86,2,2.02,1.94,3.85,2.65,1.38,4.03,4.43,3.69,2.79,3.64,2.86,2.38,7.27,7.07,3.92,6.8,3.92,2.03,12.33,9.87,13.55,16.01,28.76,35.14
322,2012/9/7,6.14,5.23,20.35,18.84,10.15,3.13,3.46,4.24,1.99,1.96,2.02,3.76,2.44,1.38,3.71,4.51,3.83,2.73,3.63,3.03,2.49,7.03,7.01,3.92,6.78,3.9,2.06,12.31,9.67,13.55,15.92,28.77,34.9
323,2012/9/14,6.15,5.23,20.58,18.84,10.21,2.87,3.3,3.81,1.74,1.88,1.94,3.77,2.26,1.36,3.58,4.06,3.61,2.53,3.42,2.97,2.44,7.04,7.11,3.92,6.89,3.98,2.23,12.2,9.73,13.43,15.81,29.04,34.87
324,2012/9/21,6.16,5.24,20.61,18.87,10.25,2.75,3.37,3.58,1.6,1.77,1.87,3.76,2.38,1.29,3.86,4.38,3.85,2.51,3.37,3.04,2.51,6.79,6.99,3.91,6.94,4.13,2.32,11.97,9.52,13.42,15.53,29.25,35.22
325,2012/9/28,6.15,5.24,20.72,18.87,10.31,2.44,3.3,3.27,1.39,1.66,1.85,3.62,2.03,1.23,3.63,4.14,3.72,2.41,3.46,3.05,2.52,7.06,7.07,4.06,6.74,4,2.37,11.85,9.56,13.41,15.21,29.59,35.32
326,2012/10/5,6.16,5.25,20.81,18.92,10.35,2.42,3.28,3.28,1.37,1.63,1.88,3.6,2.16,1.3,3.61,4.25,3.64,2.42,3.49,2.98,2.55,7.06,7,4.05,6.72,3.92,2.43,11.82,9.34,13.29,15.51,29.46,34.96
327,2012/10/12,6.16,5.26,20.81,18.9,10.28,2.19,2.91,2.88,1.11,1.4,1.9,3.61,2.1,1.23,3.68,3.89,3.26,2.24,3.39,2.82,2.59,7.03,7,4.16,6.86,4.07,2.5,11.96,9.28,13.26,15.38,29.57,34.85
328,2012/10/19,6.16,5.27,20.83,18.85,10.21,2.19,2.9,2.85,1.02,1.32,1.9,3.59,2.11,1.18,3.83,3.83,3,2.27,3.36,2.75,2.6,7.1,7.15,4.15,7.08,4.17,2.64,11.94,9.31,13.28,15.55,29.77,35.23
329,2012/10/26,6.16,5.27,20.8,18.83,10.17,2.17,2.79,2.65,0.93,1.24,1.92,3.56,2.26,1.19,4.02,3.92,3.03,2.35,3.23,2.62,2.66,7.1,7.17,4.17,7.11,4.27,2.72,11.92,9.38,13.15,15.58,29.86,35.28
330,2012/11/2,6.17,5.27,20.78,18.8,10.13,2.2,2.84,2.6,0.92,1.24,2.05,3.52,2.44,1.19,3.98,4.05,3.16,2.41,3.18,2.49,2.67,7.13,7.13,4.08,7.28,4.23,2.81,11.95,9.25,13.09,15.68,30.07,34.66
331,2012/11/9,6.18,5.27,20.71,18.74,10.1,2.36,2.93,2.93,0.91,1.25,2.12,3.69,2.83,1.23,4.15,4.44,3.25,2.76,3.23,2.64,2.82,6.87,6.98,4.11,7.44,4.32,2.84,11.83,9.17,13.01,15.55,29.72,34.64
332,2012/11/16,6.18,5.28,20.74,18.71,10.1,2.55,2.75,3.12,0.93,1.2,2.1,3.78,3.09,1.23,4.56,4.69,3.37,2.99,3.42,2.66,2.92,6.87,6.86,4.05,7.62,4.32,2.94,11.91,9.23,13.1,15.44,29.88,35.14
333,2012/11/23,6.19,5.28,20.84,18.68,10.12,2.73,2.77,3.19,0.93,1.2,2.12,3.81,3.2,1.23,4.94,5.3,3.31,3.13,3.42,2.82,3,6.99,6.92,4.07,7.49,4.34,3.08,11.95,9.37,13.23,15.54,29.94,35
334,2012/11/30,6.2,5.28,21.02,18.64,10.15,2.95,2.95,3.61,0.97,1.28,2.19,3.92,3.35,1.25,5.36,5.75,3.34,3.38,3.58,3.02,3.15,7.04,6.86,4.02,7.55,4.37,3.12,12.15,9.46,13.13,15.38,30.15,34.79
335,2012/12/7,6.21,5.28,21.41,18.63,10.19,3.31,3.22,3.98,1.02,1.37,2.22,3.86,3.7,1.28,5.58,5.99,3.45,3.68,3.92,3.41,3.22,7.14,6.97,4.02,7.58,4.36,3.21,11.99,9.57,13.28,15.53,30.33,34.96
336,2012/12/14,6.21,5.29,21.76,18.65,10.23,3.55,3.42,4.4,1.16,1.44,2.31,3.92,3.84,1.3,5.68,6.22,3.64,3.96,4.06,3.82,3.34,7.2,6.97,4.02,7.57,4.46,3.32,12.11,9.64,13.39,15.59,30.3,35.13
337,2012/12/21,6.23,5.3,21.92,18.65,10.29,3.8,3.63,4.7,1.29,1.61,2.4,4.03,4.54,1.36,6.2,6.41,3.87,4.46,4.43,4.1,3.53,7.27,6.96,3.98,7.5,4.47,3.37,12.18,9.61,13.32,15.71,30.46,35
338,2012/12/28,6.24,5.31,22.11,18.68,10.33,4,3.64,4.93,1.41,1.76,2.44,4.14,4.65,1.38,6.5,6.23,4.12,4.62,4.48,4.28,3.64,7.31,6.91,3.97,7.38,4.4,3.43,12.38,9.66,13.47,15.65,30.71,34.83
339,2013/1/4,6.24,5.32,22.36,18.71,10.35,4.46,3.89,5.55,1.52,2.11,2.43,4.55,4.97,1.54,7.09,6.41,4.39,4.97,4.7,4.62,3.87,7.38,6.75,3.88,7.4,4.41,3.53,12.49,9.77,13.45,15.58,30.84,34.81
340,2013/1/11,6.26,5.34,22.82,18.75,10.39,4.54,4.03,5.66,1.55,2.14,2.45,4.6,4.23,1.63,7.49,6.47,4.46,4.97,4.95,4.6,3.88,7.6,6.79,3.83,7.43,4.4,3.6,12.45,9.85,13.51,15.6,30.78,34.87
341,2013/1/18,6.26,5.36,23.08,18.79,10.43,4.5,4.14,5.65,1.53,2.22,2.53,4.74,4.2,1.66,7.56,6.8,4.47,4.92,4.98,4.78,4.1,7.89,6.81,3.87,7.45,4.44,3.69,12.55,9.96,13.6,15.75,31.15,35.17
342,2013/1/25,6.28,5.37,23.24,18.82,10.47,4.39,4.11,5.54,1.47,2.18,2.59,4.74,4.66,1.71,7.81,6.78,4.37,4.99,5.34,5.05,3.92,7.83,6.97,3.93,7.56,4.57,3.9,12.69,10.13,13.87,16.14,31.55,35.12
343,2013/2/1,6.29,5.39,23.05,18.85,10.5,4.03,3.97,5.16,1.45,2.06,2.62,4.77,5.39,1.71,8.16,6.62,4.23,4.88,5.37,5.02,4,7.79,7.21,4,7.79,4.59,4.12,12.58,9.84,14.02,16.26,32.25,35.29
344,2013/2/8,6.29,5.39,23.17,18.93,10.53,4.17,4.48,5.39,1.64,2.26,2.7,4.8,7.37,1.79,8.88,8.16,4.67,5.36,5.97,5.58,4.06,7.8,7.39,4.11,8,4.59,4.22,12.62,9.99,14.24,16.54,32.41,35.33
345,2013/2/15,6.3,5.39,23.37,18.99,10.56,4.13,4.67,5.54,1.65,2.23,2.67,4.85,7.26,1.83,8.72,8.65,4.51,5.46,6,5.61,4.15,7.72,7.33,4.2,8.08,4.64,4.25,12.59,9.87,14.36,16.69,32.49,35.26
346,2013/2/22,6.29,5.4,22.67,18.95,10.5,3.51,4.12,4.68,1.53,2,2.68,4.93,5.99,1.89,7.85,8.55,4.19,5.47,5.56,4.81,4.08,7.85,7.14,4.31,7.92,4.56,4.72,12.42,9.78,14.24,16.77,31.92,35.06
347,2013/3/1,6.3,5.41,22.28,18.96,10.46,3.09,3.43,4.13,1.42,1.83,2.63,4.8,5.35,1.89,7.2,7.73,3.67,5.16,5.11,4.21,4,7.83,7.13,4.42,7.93,4.58,4.95,12.29,9.64,14.24,16.79,31.53,34.91
348,2013/3/8,6.31,5.42,21.94,18.97,10.4,2.77,2.94,3.63,1.36,1.57,2.67,4.65,5.4,1.92,7.54,7.48,3.7,5.26,5.1,4.49,3.79,7.66,7.22,4.46,7.94,4.59,5.02,12.14,9.54,14.23,16.27,31.67,34.64
349,2013/3/15,6.31,5.43,21.49,18.97,10.34,2.68,2.65,3.15,1.3,1.46,2.59,4.72,5.74,1.85,7.59,7.86,3.72,5.26,5.36,5.1,3.7,7.46,7.19,4.52,7.86,4.54,5.13,12.07,9.43,14.07,16.27,30.94,34.6
350,2013/3/22,6.32,5.45,21.27,18.96,10.3,2.63,2.53,3.1,1.24,1.38,2.55,4.77,5.12,1.86,7.38,7.53,3.72,5.09,5.51,5.29,3.61,7.32,7.23,4.54,7.83,4.58,5.08,12.08,9.42,14,16.3,30.57,34.38
351,2013/3/29,6.32,5.46,21.03,18.95,10.26,2.71,2.31,3.12,1.37,1.41,2.55,4.67,4.39,1.88,7.33,7.38,3.78,5,5.6,5.47,3.5,7.36,7.24,4.54,7.71,4.59,5,12.09,9.41,14.07,16.26,30.54,34.26
352,2013/4/5,6.33,5.47,20.52,18.87,10.15,3.03,2.5,3.58,1.63,1.41,2.6,4.69,4.26,1.9,7.33,7.09,3.93,4.98,5.88,6.01,3.39,7.2,7.27,4.62,7.61,4.54,4.97,12.05,9.22,14.13,16.12,30.07,34.27
353,2013/4/12,6.33,5.48,20.05,18.68,10.06,3.65,2.83,4.58,2.11,1.55,2.73,4.72,4.1,2,7.51,7.49,4.33,5.33,6.24,6.41,3.44,7.24,7.12,4.76,7.54,4.43,4.89,11.84,9.27,14.37,16.46,29.98,34.13
354,2013/4/19,6.33,5.49,19.89,18.5,9.99,3.66,3.11,4.84,2.29,1.55,2.83,4.78,3.87,2.07,7.64,7.68,4.82,5.17,6.13,6.33,3.5,7.21,7.13,4.77,7.54,4.37,4.77,11.93,9.39,14.66,16.36,29.46,34.63
355,2013/4/26,6.33,5.49,19.73,18.42,9.91,3.57,3.45,5.02,2.47,1.69,2.91,4.69,3.55,2.02,7.12,7.81,4.48,5.37,6.23,6.11,3.48,7.11,7.09,4.82,7.54,4.33,4.58,11.89,9.37,14.66,16.33,28.91,34.47
356,2013/5/3,6.34,5.5,19.62,18.34,9.87,3.28,3.34,4.56,2.34,1.67,2.99,4.64,3.31,2,6.65,7.28,4.14,4.71,5.93,5.55,3.54,6.95,7.01,5.01,8.18,4.23,4.54,11.9,9.42,14.76,16.32,29.01,34.7
357,2013/5/10,6.35,5.5,19.49,18.35,9.85,3.1,3.22,4.07,2.13,1.58,2.93,4.65,2.69,1.97,5.86,6.82,3.83,4.25,5.61,4.75,3.45,6.47,7.14,5.21,8.43,4.3,4.37,11.7,9.13,14.91,16.29,29.36,34.12
358,2013/5/17,6.35,5.51,19.39,18.36,9.85,2.94,3.07,3.79,1.82,1.51,3.2,4.62,2.63,1.93,5.54,6.05,3.6,3.95,5.34,4.3,3.38,6.24,7.33,5.3,8.43,4.28,4.12,11.54,9.04,14.7,16.29,29.31,33.31
359,2013/5/24,6.35,5.51,19.6,18.35,9.86,2.88,3.12,3.69,1.54,1.48,3.07,4.62,2.63,1.94,5.21,5.5,3.22,3.59,5.18,4.1,3.23,5.71,7.32,5.36,8.67,4.42,3.81,11.56,9.09,14.93,16.39,29.53,32.94
360,2013/5/31,6.35,5.51,19.84,18.35,9.87,2.9,3.1,3.59,1.41,1.59,2.97,4.58,2.47,2.04,5.04,5.3,2.97,3.33,5.08,3.97,3.07,5.47,7.43,5.37,8.92,4.49,3.67,11.67,9.03,15.05,16.56,29.53,33.23
361,2013/6/7,6.35,5.51,20.13,18.34,9.86,2.94,3.12,3.54,1.4,1.8,2.9,4.61,2.7,2.1,5.09,5.44,2.78,3.4,5.07,4.18,2.76,5.11,7.45,5.3,8.91,4.39,3.67,11.59,9.08,15.06,16.54,29.66,33.31
362,2013/6/14,6.36,5.51,20.09,18.36,9.87,3.12,3.22,3.73,1.63,1.97,2.75,4.79,2.59,2.18,4.86,5.4,2.7,3.29,4.91,4.18,2.55,4.81,7.58,5.27,9,4.42,3.53,11.62,9.12,15.26,16.77,29.99,33.67
363,2013/6/21,6.35,5.51,20.21,18.39,9.84,3.22,3.29,3.75,1.71,1.73,2.67,5.15,2.63,2.23,4.36,4.95,2.83,2.99,4.62,4.03,2.39,4.71,7.8,5.23,8.86,4.43,3.3,11.64,9.16,15.31,16.64,29.81,33.88
364,2013/6/28,6.35,5.52,20.31,18.39,9.83,3.02,3.21,3.5,1.68,1.73,2.62,5.16,2.67,2.23,4.13,4.53,2.7,2.7,4.32,3.71,2.14,4.57,7.94,5.15,8.95,4.5,3.19,11.51,8.98,15.13,16.62,30.24,33.63
365,2013/7/5,6.35,5.52,20.37,18.4,9.8,3.05,3.16,3.63,1.74,1.7,2.58,5.25,2.87,2.17,3.82,4.43,2.68,2.6,4.19,3.65,1.98,4.51,8,5.1,9.03,4.59,3,11.6,9.1,15.31,16.78,29.98,34.97
366,2013/7/12,6.34,5.53,20.44,18.42,9.77,3.1,3.19,3.76,1.67,1.71,2.58,5.58,2.79,2.01,3.73,4.42,2.74,2.49,4.1,3.52,1.94,4.62,7.97,5.07,8.87,4.65,2.75,11.51,9.03,15.13,16.86,29.75,34.92
367,2013/7/19,6.34,5.53,20.61,18.48,9.74,3.32,3.44,3.92,1.82,1.81,2.57,5.87,2.85,1.89,3.89,4.59,2.8,2.69,4.4,3.68,1.91,4.71,8.14,4.94,8.46,4.68,2.49,11.52,9.08,15.18,16.94,29.94,33.94
368,2013/7/26,6.35,5.53,21.02,18.49,9.78,3.67,3.87,4.11,1.82,1.85,2.57,6.2,2.96,1.77,3.94,4.64,2.97,2.72,4.61,3.83,1.87,4.65,8.02,4.88,8.18,4.81,2.22,11.54,9.19,15.33,17.07,29.98,33.64
369,2013/8/2,6.35,5.54,21.33,18.54,9.83,3.66,3.94,4.44,1.96,1.83,2.6,6.58,2.75,1.67,3.99,4.52,2.91,2.76,4.4,3.78,1.9,4.88,8.07,4.72,8.07,4.64,2.07,11.7,9.21,15.13,16.88,29.82,34.17
370,2013/8/9,6.35,5.53,21.55,18.55,9.89,3.56,3.82,4.69,1.91,1.83,2.6,6.9,2.54,1.59,3.56,4.23,2.71,2.67,4.12,3.7,1.92,4.75,8.1,4.84,7.89,4.6,2.05,11.6,9.16,15.37,17.15,29.49,35.17
371,2013/8/16,6.36,5.53,21.86,18.56,9.92,3.57,3.75,4.75,1.97,1.83,2.59,7.17,2.64,1.53,3.69,4.47,2.76,2.65,4.28,3.75,1.97,4.64,7.99,4.82,7.79,4.57,2.05,11.72,9.37,15.42,17.37,29.62,35.92
372,2013/8/23,6.36,5.54,21.9,18.57,9.98,3.78,3.79,4.82,1.88,1.84,2.61,7.34,3.04,1.45,3.91,4.77,2.7,2.7,4.44,3.86,1.91,4.72,7.83,4.9,7.77,4.56,2.13,11.63,9.4,15.29,17.42,29.32,35.9
373,2013/8/30,6.36,5.54,21.9,18.6,10.08,3.72,3.86,4.98,1.87,1.89,2.48,7.57,3.46,1.44,4.25,5.15,3.08,2.94,4.66,4.1,1.91,4.84,7.72,4.92,7.67,4.56,2.15,11.71,9.37,15.43,17.33,29.4,35.96
374,2013/9/6,6.36,5.54,21.99,18.62,10.22,4.03,4.1,5.64,1.91,1.94,2.49,7.67,3.85,1.45,4.57,5.71,3.73,3.49,4.83,4.4,1.96,4.85,7.69,4.93,7.56,4.5,2.22,11.6,9.43,15.18,17.3,28.99,35.47
375,2013/9/13,6.37,5.54,22.09,18.66,10.35,3.63,4.19,5.46,1.89,1.96,2.51,7.65,3.57,1.43,4.44,5.81,3.82,3.39,5.1,4.58,2.07,4.88,7.56,4.94,7.62,4.55,2.25,11.63,9.31,14.86,17.28,29.13,35.57
376,2013/9/20,6.38,5.55,22.13,18.71,10.42,3.51,4.08,5.61,1.9,2,2.53,7.6,3.41,1.42,4.42,5.13,3.62,3.14,5.31,4.76,2.13,4.96,7.53,4.94,7.57,4.49,2.34,11.78,9.47,15.29,17.44,29.46,36.29
377,2013/9/27,6.38,5.55,22.09,18.75,10.4,3.4,4.06,5.23,1.97,2,2.5,7.82,3.55,1.34,4.21,4.77,3.55,2.91,5.62,4.74,2.17,4.94,7.5,4.95,7.65,4.5,2.47,11.52,9.41,14.8,17.26,29.06,35.81
378,2013/10/4,6.38,5.55,22.05,18.78,10.4,3.45,4.11,5.32,1.89,1.93,2.45,8.12,4.07,1.29,4.59,5.26,3.67,3.21,5.5,4.85,2.11,5.01,7.51,4.79,7.7,4.33,2.56,11.4,9.33,14.61,17.07,29.49,36.15
379,2013/10/11,6.38,5.57,21.9,18.8,10.34,3.12,4.08,4.76,1.77,1.82,2.51,9.36,3.9,1.25,4.88,5.02,4.4,3.18,5.75,4.64,2.18,5.12,7.42,4.6,7.88,4.39,2.61,11.41,9.07,14.39,16.96,28.83,36.28
380,2013/10/18,6.39,5.56,21.81,18.79,10.29,3.07,4.19,4.44,1.72,1.86,2.54,10.07,3.88,1.29,5.13,5.29,4.68,3.35,5.58,4.46,2.19,5.21,7.45,4.54,7.97,4.35,2.8,11.42,9.06,14.36,16.47,29.17,36.11
381,2013/10/25,6.39,5.56,21.77,18.79,10.24,2.84,4.17,4.2,1.6,1.89,2.6,10.22,4,1.29,5.53,5.62,5.2,3.59,5.29,4.31,2.16,5.3,7.32,4.35,8.05,4.34,2.94,11.46,9.05,14.26,16.42,29.25,36.4
382,2013/11/1,6.4,5.57,21.71,18.79,10.2,2.82,3.98,4.21,1.53,1.84,2.57,9.94,3.97,1.23,5.61,5.92,5.54,3.76,5.47,4.54,2.24,5.15,7.41,4.3,8.09,4.37,3.11,11.46,8.93,14.21,16.51,29.56,36.17
383,2013/11/8,6.4,5.57,21.64,18.76,10.16,2.58,3.63,3.97,1.42,1.71,2.65,9.92,3.87,1.31,5.58,5.64,5.66,3.76,5.65,4.75,2.24,5.2,7.4,4.24,8.26,4.47,3.21,11.47,8.89,13.98,16.43,29.63,35.69
384,2013/11/15,6.41,5.58,21.72,18.77,10.16,2.67,3.57,3.86,1.38,1.7,2.71,10.08,3.8,1.33,5.45,5.76,5.04,3.78,5.71,4.91,2.24,5.19,7.36,4.27,8.36,4.49,3.41,11.44,8.93,14.06,16.43,29.75,35.87
385,2013/11/22,6.41,5.58,21.81,18.79,10.14,2.74,3.56,3.63,1.32,1.74,2.72,10,3.73,1.34,5.58,6.14,4.61,3.8,5.44,4.77,2.2,5.19,7.32,4.38,8.59,4.39,3.51,11.44,8.95,13.99,16.23,29.37,35.15
386,2013/11/29,6.42,5.58,21.91,18.81,10.11,2.76,3.38,3.55,1.25,1.65,2.7,10.04,3.88,1.38,5.89,5.99,4.62,3.83,5.37,4.55,2.17,5.26,7.38,4.35,8.53,4.51,3.72,11.19,9.05,14.07,16.34,29.64,34.57
387,2013/12/6,6.43,5.59,21.97,18.81,10.09,2.71,3.17,3.16,1.16,1.44,2.6,9.75,3.69,1.37,6.25,5.97,4.36,3.78,5.28,4.54,2.22,5.26,7.52,4.32,8.77,4.64,3.87,11.21,9.13,14.03,16.28,29.95,34.4
388,2013/12/13,6.44,5.6,22.04,18.83,10.07,2.6,3.12,3.05,1.18,1.44,2.65,9.61,3.68,1.4,6.97,6.09,4.25,4.04,5.34,4.57,2.29,5.18,7.58,4.43,9.08,4.74,4.25,11.29,9.21,14.2,16.27,30.05,34.64
389,2013/12/20,6.45,5.61,22.06,18.84,10.06,2.66,3.17,3.12,1.21,1.44,2.73,9.49,3.73,1.46,7.64,6.52,4.24,4.13,5.35,4.81,2.26,5.04,7.64,4.52,9.3,4.79,4.4,11.35,9.18,14.16,16.18,30.39,34.72
390,2013/12/27,6.45,5.61,21.94,18.85,10.07,2.7,3.15,3.18,1.15,1.41,2.79,9.64,3.78,1.55,8.5,7.33,4.66,4.48,5.63,5.15,2.35,5.03,7.67,4.58,9.61,4.83,4.48,11.3,9.16,14.16,15.88,30.49,34.59
391,2014/1/3,6.45,5.62,21.77,18.83,10.1,2.74,3.17,3.17,1.12,1.4,2.79,9.37,3.76,1.67,9.41,7.96,4.93,4.86,5.77,5.29,2.35,4.9,7.73,4.68,9.77,4.86,4.65,11.39,9.18,14.07,15.85,30.5,34.02
